"Driver","Year","GP","Pitlane"
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"KVY",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"PER",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
